ID,Title,Year,Journal,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Manifold optimization-based analysis dictionary learning with an 1¨M2-norm regularizer.,2018,Neural Networks,Zhenni Li,Shuxue Ding,Yujie Li,Zuyuan Yang,Shengli Xie,Wuhui Chen,,,,,,,,,,,,,,,,,,,,,,
143,Impact of leakage delay on bifurcation in high-order fractional BAM neural networks.,2018,Neural Networks,Chengdai Huang,Jinde Cao,,,,,,,,,,,,,,,,,,,,,,,,,,
144,OnARTMAP: A Fuzzy ARTMAP-based Architecture.,2018,Neural Networks,Alan L. S. Matias,Ajalmar R. da Rocha Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Standard representation and unified stability analysis for dynamic artificial neural network models.,2018,Neural Networks,Kwang-Ki K. Kim,Ernesto Rios-Patron,Richard D. Braatz,,,,,,,,,,,,,,,,,,,,,,,,,
146,Necessary and sufficient conditions of proper estimators based on self density ratio for unnormalized statistical models.,2018,Neural Networks,Kazuyuki Hiraoka,Toshihiko Hamada,Gen Hori,,,,,,,,,,,,,,,,,,,,,,,,,
147,Modeling spike-wave discharges by a complex network of neuronal oscillators.,2018,Neural Networks,Tatiana M. Medvedeva,Marina V. Sysoeva,Gilles van Luijtelaar,Ilya V. Sysoev,,,,,,,,,,,,,,,,,,,,,,,,
148,Nonlinear predictive control for adaptive adjustments of deep brain stimulation parameters in basal ganglia-thalamic network.,2018,Neural Networks,Fei Su,Jiang Wang,Shuangxia Niu,Huiyan Li,Bin Deng,Chen Liu,Xile Wei,,,,,,,,,,,,,,,,,,,,,
149,On the approximation by single hidden layer feedforward neural networks with fixed weights.,2018,Neural Networks,Namig J. Guliyev,Vugar E. Ismailov,,,,,,,,,,,,,,,,,,,,,,,,,,
150,A deep learning framework for causal shape transformation.,2018,Neural Networks,Kin Gwn Lore,Daniel Stoecklein,Michael Davies,Baskar Ganapathysubramanian,Soumik Sarkar,,,,,,,,,,,,,,,,,,,,,,,
151,A loop-based neural architecture for structured behavior encoding and decoding.,2018,Neural Networks,Thomas Gisiger,Mounir Boukadoum,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Multistability and multiperiodicity in impulsive hybrid quaternion-valued neural networks with mixed delays.,2018,Neural Networks,Calin-Adrian Popa,Eva Kaslik,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Self-learning robust optimal control for continuous-time nonlinear systems with mismatched disturbances.,2018,Neural Networks,Xiong Yang,Haibo He,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Smoothing inertial projection neural network for minimization Lp-q in sparse signal reconstruction.,2018,Neural Networks,You Zhao,Xing He,Tingwen Huang,Junjian Huang,,,,,,,,,,,,,,,,,,,,,,,,
155,Computational study of depth completion consistent with human bi-stable perception for ambiguous figures.,2018,Neural Networks,Eiichi Mitsukura,Shunji Satoh,,,,,,,,,,,,,,,,,,,,,,,,,,
156,STDP-based spiking deep convolutional neural networks for object recognition.,2018,Neural Networks,Saeed Reza Kheradpisheh,Mohammad Ganjtabesh,Simon J. Thorpe,Timoth¨¦e Masquelier,,,,,,,,,,,,,,,,,,,,,,,,
157,A new approach to detect the coding rule of the cortical spiking model in the information transmission.,2018,Neural Networks,Soheila Nazari,Karim Faez,Mahyar Janahmadi,,,,,,,,,,,,,,,,,,,,,,,,,
158,H¡Þ state estimation of stochastic memristor-based neural networks with time-varying delays.,2018,Neural Networks,Haibo Bao,Jinde Cao,J¨¹rgen Kurths,Ahmed Alsaedi,Bashir Ahmad,,,,,,,,,,,,,,,,,,,,,,,
159,An optimal control strategy for hybrid actuator systems: Application to an artificial muscle with electric motor assist.,2018,Neural Networks,Koji Ishihara,Jun Morimoto,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Multiple types of synchronization analysis for discontinuous Cohen-Grossberg neural networks with time-varying delays.,2018,Neural Networks,Jiarong Li,Haijun Jiang,Cheng Hu,Zhiyong Yu,,,,,,,,,,,,,,,,,,,,,,,,
161,A border-ownership model based on computational electromagnetism.,2018,Neural Networks,Zaem Arif Zainal,Shunji Satoh,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Decentralized adaptive neural control for high-order interconnected stochastic nonlinear time-delay systems with unknown system dynamics.,2018,Neural Networks,Wenjie Si,Xunde Dong,Feifei Yang,,,,,,,,,,,,,,,,,,,,,,,,,
163,Unsupervised heart-rate estimation in wearables with Liquid states and a probabilistic readout.,2018,Neural Networks,Anup Das,Paruthi Pradhapan,Willemijn Groenendaal,Prathyusha Adiraju,Raj Thilak Rajan,Francky Catthoor,Siebren Schaafsma,Jeffrey L. Krichmar,Nikil D. Dutt,Chris Van Hoof,,,,,,,,,,,,,,,,,,
164,A novel type of activation function in artificial neural networks: Trained activation function.,2018,Neural Networks,mer Faruk Ertugrul,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Deep neural network for traffic sign recognition systems: An analysis of spatial transformers and stochastic optimisation methods.,2018,Neural Networks,lvaro Arcos Garc¨ªa,Juan Antonio lvarez,Luis Miguel Soria-Morillo,,,,,,,,,,,,,,,,,,,,,,,,,
166,Design of nonlinear optimal control for chaotic synchronization of coupled stochastic neural networks via Hamilton-Jacobi-Bellman equation.,2018,Neural Networks,Ziqian Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Coupled generative adversarial stacked Auto-encoder: CoGASA.,2018,Neural Networks,Mohammad Ahangar Kiasari,Dennis Singh Moirangthem,Minho Lee,,,,,,,,,,,,,,,,,,,,,,,,,
168,O(t-¦Á)-synchronization and Mittag-Leffler synchronization for the fractional-order memristive neural networks with delays and discontinuous neuron activations.,2018,Neural Networks,Jiejie Chen,Boshan Chen,Zhigang Zeng,,,,,,,,,,,,,,,,,,,,,,,,,
169,Merging weighted SVMs for parallel incremental learning.,2018,Neural Networks,Lei Zhu,Kazushi Ikeda,Shaoning Pang,Tao Ban,Abdolhossein Sarrafzadeh,,,,,,,,,,,,,,,,,,,,,,,
170,Accelerated low-rank representation for subspace clustering and semi-supervised classification on large-scale data.,2018,Neural Networks,Jicong Fan,Zhaoyang Tian,Mingbo Zhao,Tommy W. S. Chow,,,,,,,,,,,,,,,,,,,,,,,,
171,GXNOR-Net: Training deep neural networks with ternary weights and activations without full-precision memory under a unified discretization framework.,2018,Neural Networks,Lei Deng,Peng Jiao,Jing Pei,Zhenzhi Wu,Guoqi Li,,,,,,,,,,,,,,,,,,,,,,,
172,Distant supervision for neural relation extraction integrated with word attention and property features.,2018,Neural Networks,Jianfeng Qu,Dantong Ouyang,Wen Hua,Yuxin Ye,Ximing Li,,,,,,,,,,,,,,,,,,,,,,,
173,Extracting cardiac dynamics within ECG signal for human identification and cardiovascular diseases classification.,2018,Neural Networks,Muqing Deng,Cong Wang,Min Tang,Tongjia Zheng,,,,,,,,,,,,,,,,,,,,,,,,
174,Max-plus and min-plus projection autoassociative morphological memories and their compositions for pattern classification.,2018,Neural Networks,Alex Santana dos Santos,Marcos Eduardo Valle,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Neural network for nonsmooth pseudoconvex optimization with general convex constraints.,2018,Neural Networks,Wei Bian,Litao Ma,Sitian Qin,Xiaoping Xue,,,,,,,,,,,,,,,,,,,,,,,,
176,Neural electrical activity and neural network growth.,2018,Neural Networks,F. M. Gafarov,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Unified synchronization criteria in an array of coupled neural networks with hybrid impulses.,2018,Neural Networks,Nan Wang,Xuechen Li,Jianquan Lu,Fuad E. Alsaadi,,,,,,,,,,,,,,,,,,,,,,,,
178,Delay-dependent dynamical analysis of complex-valued memristive neural networks: Continuous-time and discrete-time cases.,2018,Neural Networks,Jinling Wang,Haijun Jiang,Tianlong Ma,Cheng Hu,,,,,,,,,,,,,,,,,,,,,,,,
179,Salient object detection based on multi-scale contrast.,2018,Neural Networks,Hai Wang,Lei Dai,Yingfeng Cai,Xiaoqiang Sun,Long Chen,,,,,,,,,,,,,,,,,,,,,,,
180,Manifold regularized matrix completion for multi-label learning with ADMM.,2018,Neural Networks,Bin Liu,Yingming Li,Zenglin Xu,,,,,,,,,,,,,,,,,,,,,,,,,
181,Effective neural network training with adaptive learning rate based on training loss.,2018,Neural Networks,Tomoumi Takase,Satoshi Oyama,Masahito Kurihara,,,,,,,,,,,,,,,,,,,,,,,,,
182,Robust Latent Regression with discriminative regularization by leveraging auxiliary knowledge.,2018,Neural Networks,Jianwen Tao,Di Zhou,Bin Zhu,,,,,,,,,,,,,,,,,,,,,,,,,
183,Distributed support vector machine in master-slave mode.,2018,Neural Networks,Qingguo Chen,Feilong Cao,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Designing a stable feedback control system for blind image deconvolution.,2018,Neural Networks,Shichao Cheng,Risheng Liu,Xin Fan,Zhongxuan Luo,,,,,,,,,,,,,,,,,,,,,,,,
185,Stability analysis for discrete-time stochastic memristive neural networks with both leakage and probabilistic delays.,2018,Neural Networks,Hongjian Liu,Zidong Wang,Bo Shen,Tingwen Huang,Fuad E. Alsaadi,,,,,,,,,,,,,,,,,,,,,,,
186,A biologically-based computational model of visual cortex that overcomes the X-junction illusion.,2018,Neural Networks,Parvin Zarei Eskikand,Tatiana Kameneva,Michael R. Ibbotson,Anthony N. Burkitt,David B. Grayden,,,,,,,,,,,,,,,,,,,,,,,
187,Non-monotonic convergence of online learning algorithms for perceptrons with noisy teacher.,2018,Neural Networks,Kazushi Ikeda,Arata Honda,Hiroaki Hanzawa,Seiji Miyoshi,,,,,,,,,,,,,,,,,,,,,,,,
188,Neural robust stabilization via event-triggering mechanism and adaptive learning technique.,2018,Neural Networks,Ding Wang,Derong Liu,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Inter-class sparsity based discriminative least square regression.,2018,Neural Networks,Jie Wen,Yong Xu,Zuoyong Li,Zhongli Ma,Yuanrong Xu,,,,,,,,,,,,,,,,,,,,,,,
190,Possible world based consistency learning model for clustering and classifying uncertain data.,2018,Neural Networks,Han Liu,Xianchao Zhang,Xiaotong Zhang,,,,,,,,,,,,,,,,,,,,,,,,,
191,Multineuron spike train analysis with R-convolution linear combination kernel.,2018,Neural Networks,Taro Tezuka,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Generative adversarial network based telecom fraud detection at the receiving bank.,2018,Neural Networks,Yujun Zheng,Xiao-Han Zhou,Weiguo Sheng,Yu Xue,Sheng-Yong Chen,,,,,,,,,,,,,,,,,,,,,,,
193,Towards correlation-based time window selection method for motor imagery BCIs.,2018,Neural Networks,Jiankui Feng,Erwei Yin,Jing Jin,Rami Saab,Ian Daly,Xingyu Wang,Dewen Hu,Andrzej Cichocki,,,,,,,,,,,,,,,,,,,,
194,White noise analysis for the correlation-type elementary motion detectors with half-wave rectifiers.,2018,Neural Networks,Hideaki Ikeda,Toru Aonishi,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Adaptive Bayesian inference system for recognition of walking activities and prediction of gait events using wearable sensors.,2018,Neural Networks,Uriel Martinez-Hernandez,Abbas A. Dehghani-Sanij,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"Connectivity inference from neural recording data: Challenges, mathematical bases and research directions.",2018,Neural Networks,Ildefons Magrans de Abril,Junichiro Yoshimoto,Kenji Doya,,,,,,,,,,,,,,,,,,,,,,,,,
197,Global exponential synchronization of inertial memristive neural networks with time-varying delay via nonlinear controller.,2018,Neural Networks,Shuqing Gong,Shaofu Yang,Zhenyuan Guo,Tingwen Huang,,,,,,,,,,,,,,,,,,,,,,,,
198,Beyond Low-Rank Representations: Orthogonal clustering basis reconstruction with optimized graph structure for multi-view spectral clustering.,2018,Neural Networks,Yang Wang,Lin Wu,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Learning from label proportions on high-dimensional data.,2018,Neural Networks,Yong Shi,Jiabin Liu,Zhiquan Qi,Bo Wang,,,,,,,,,,,,,,,,,,,,,,,,
200,The convergence analysis of SpikeProp algorithm with smoothing L1¨M2 regularization.,2018,Neural Networks,Junhong Zhao,Jacek M. Zurada,Jie Yang,Wei Wu,,,,,,,,,,,,,,,,,,,,,,,,
201,Multilayer bootstrap networks.,2018,Neural Networks,Xiao-Lei Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,A multivariate additive noise model for complete causal discovery.,2018,Neural Networks,Pramod Kumar Parida,Tshilidzi Marwala,Snehashish Chakraverty,,,,,,,,,,,,,,,,,,,,,,,,,
203,Boundedness and global robust stability analysis of delayed complex-valued neural networks with interval parameter uncertainties.,2018,Neural Networks,Qiankun Song,Qinqin Yu,Zhenjiang Zhao,Yurong Liu,Fuad E. Alsaadi,,,,,,,,,,,,,,,,,,,,,,,
204,A nonnegative matrix factorization algorithm based on a discrete-time projection neural network.,2018,Neural Networks,Hangjun Che,Jun Wang,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Personalized response generation by Dual-learning based domain adaptation.,2018,Neural Networks,Min Yang,Wenting Tu,Qiang Qu,Zhou Zhao,Xiaojun Chen,Jia Zhu,,,,,,,,,,,,,,,,,,,,,,
206,Impulsive synchronization of stochastic reaction-diffusion neural networks with mixed time delays.,2018,Neural Networks,Yin Sheng,Zhigang Zeng,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Information-theoretic decomposition of embodied and situated systems.,2018,Neural Networks,Federico Da Rold,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,The Growing Curvilinear Component Analysis (GCCA) neural network.,2018,Neural Networks,Giansalvo Cirrincione,Vincenzo Randazzo,Eros Pasero,,,,,,,,,,,,,,,,,,,,,,,,,
209,Spiking neural networks for handwritten digit recognition - Supervised learning and network optimization.,2018,Neural Networks,Shruti R. Kulkarni,Bipin Rajendran,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Robust generalized Mittag-Leffler synchronization of fractional order neural networks with discontinuous activation and impulses.,2018,Neural Networks,A. Pratap,R. Raja,Chandran Sowmiya,Ovidiu Bagdasar,Jinde Cao,Grienggrai Rajchakit,,,,,,,,,,,,,,,,,,,,,,
211,General memristor with applications in multilayer neural networks.,2018,Neural Networks,Shiping Wen,Xudong Xie,Zheng Yan,Tingwen Huang,Zhigang Zeng,,,,,,,,,,,,,,,,,,,,,,,
212,Design of double fuzzy clustering-driven context neural networks.,2018,Neural Networks,Eun-Hu Kim,Sung-Kwun Oh,Witold Pedrycz,,,,,,,,,,,,,,,,,,,,,,,,,
213,Bio-inspired spiking neural network for nonlinear systems control.,2018,Neural Networks,Javier P¨¦rez,Juan A. Cabrera,Juan Jes¨²s Castillo Aguilar,Juan M. Velasco,,,,,,,,,,,,,,,,,,,,,,,,
214,A frequency-domain approach to improve ANNs generalization quality via proper initialization.,2018,Neural Networks,Majdi Chaari,Afef Fekih,Abdennour C. Seibi,Jalel Ben Hmida,,,,,,,,,,,,,,,,,,,,,,,,
215,Using a model of human visual perception to improve deep learning.,2018,Neural Networks,Michael Stettler,Gregory Francis,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Effect of dilution in asymmetric recurrent neural networks.,2018,Neural Networks,Viola Folli,Giorgio Gosti,Marco Leonetti,Giancarlo Ruocco,,,,,,,,,,,,,,,,,,,,,,,,
217,Biased Dropout and Crossmap Dropout: Learning towards effective Dropout regularization in convolutional neural network.,2018,Neural Networks,Alvin Poernomo,Dae-Ki Kang,,,,,,,,,,,,,,,,,,,,,,,,,,
218,A deep belief network with PLSR for nonlinear system modeling.,2018,Neural Networks,Junfei Qiao,Gongming Wang,Wenjing Li,Xiaoli Li,,,,,,,,,,,,,,,,,,,,,,,,
219,Generalized pinning synchronization of delayed Cohen-Grossberg neural networks with discontinuous activations.,2018,Neural Networks,Dongshu Wang,Lihong Huang,Longkun Tang,Jinsen Zhuang,,,,,,,,,,,,,,,,,,,,,,,,
220,Stochastic exponential synchronization of memristive neural networks with time-varying delays via quantized control.,2018,Neural Networks,Wanli Zhang,Shiju Yang,Chuandong Li,Wei Zhang,Xinsong Yang,,,,,,,,,,,,,,,,,,,,,,,
221,Quasi-projective synchronization of fractional-order complex-valued recurrent neural networks.,2018,Neural Networks,Shuai Yang,Juan Yu,Cheng Hu,Haijun Jiang,,,,,,,,,,,,,,,,,,,,,,,,
222,Electrical resistivity imaging inversion: An ISFLA trained kernel principal component wavelet neural network approach.,2018,Neural Networks,Feibo Jiang,Li Dong,Qianwei Dai,,,,,,,,,,,,,,,,,,,,,,,,,
223,Anti-synchronization of complex-valued memristor-based delayed neural networks.,2018,Neural Networks,Dan Liu,Song Zhu,Kaili Sun,,,,,,,,,,,,,,,,,,,,,,,,,
224,Bayesian estimation of multidimensional latent variables and its asymptotic accuracy.,2018,Neural Networks,Keisuke Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Period-adding bifurcation and chaos in a hybrid Hindmarsh-Rose model.,2018,Neural Networks,Yi Yang,Xiaofeng Liao,Tao Dong,,,,,,,,,,,,,,,,,,,,,,,,,
226,Affect recognition from facial movements and body gestures by hierarchical deep spatio-temporal features and fusion strategy.,2018,Neural Networks,Bo Sun,Siming Cao,Jun He,Lejun Yu,,,,,,,,,,,,,,,,,,,,,,,,
227,Characterization of electroencephalography signals for estimating saliency features in videos.,2018,Neural Networks,Zhen Liang,Yasuyuki Hamada,Shigeyuki Oba,Shin Ishii,,,,,,,,,,,,,,,,,,,,,,,,
228,Global stabilization analysis of inertial memristive recurrent neural networks with discrete and distributed delays.,2018,Neural Networks,Leimin Wang,Zhigang Zeng,Ming-Feng Ge,Junhao Hu,,,,,,,,,,,,,,,,,,,,,,,,
229,Synchronization of hybrid coupled reaction-diffusion neural networks with time delays via generalized intermittent control with spacial sampled-data.,2018,Neural Networks,Binglong Lu,Haijun Jiang,Cheng Hu,Abdujelil Abdurahman,,,,,,,,,,,,,,,,,,,,,,,,
230,Global Mittag-Leffler stability and synchronization analysis of fractional-order quaternion-valued neural networks with linear threshold neurons.,2018,Neural Networks,Xujun Yang,Chuandong Li,Qiankun Song,Jiyang Chen,Junjian Huang,,,,,,,,,,,,,,,,,,,,,,,
231,Convolutional neural networks for seizure prediction using intracranial and scalp electroencephalogram.,2018,Neural Networks,Nhan Duy Truong,Anh Duy Nguyen,Levin Kuhlmann,Mohammad Reza Bonyadi,Jiawei Yang,Samuel J. Ippolito,Omid Kavehei,,,,,,,,,,,,,,,,,,,,,
232,Denoising Autoencoder Self-Organizing Map (DASOM).,2018,Neural Networks,Christos Ferles,Yannis Papanikolaou,Kevin J. Naidoo,,,,,,,,,,,,,,,,,,,,,,,,,
233,Convex formulation of multiple instance learning from positive and unlabeled bags.,2018,Neural Networks,Han Bao,Tomoya Sakai,Issei Sato,Masashi Sugiyama,,,,,,,,,,,,,,,,,,,,,,,,
234,Adaptive critic designs for optimal control of uncertain nonlinear systems with unmatched interconnections.,2018,Neural Networks,Xiong Yang,Haibo He,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Finite-time synchronization of stochastic coupled neural networks subject to Markovian switching and input saturation.,2018,Neural Networks,Palanisamy Selvaraj,Rathinasamy Sakthivel,O. M. Kwon,,,,,,,,,,,,,,,,,,,,,,,,,
236,High-resolution Self-Organizing Maps for advanced visualization and dimension reduction.,2018,Neural Networks,Ayu Saraswati,Van Tuc Nguyen,Markus Hagenbuchner,Ah Chung Tsoi,,,,,,,,,,,,,,,,,,,,,,,,
237,"Design, verification and robotic application of a novel recurrent neural network for computing dynamic Sylvester equation.",2018,Neural Networks,Lin Xiao,Zhijun Zhang,Zili Zhang,Weibing Li,Shuai Li,,,,,,,,,,,,,,,,,,,,,,,
238,Coupled convolution layer for convolutional neural network.,2018,Neural Networks,Kazutaka Uchida,Masayuki Tanaka,Masatoshi Okutomi,,,,,,,,,,,,,,,,,,,,,,,,,
239,Class-specific extreme learning machine for handling binary class imbalance problem.,2018,Neural Networks,Bhagat Singh Raghuwanshi,Sanyam Shukla,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Efficient coding matters in the organization of the early visual system.,2018,Neural Networks,Qingqun Kong,Jiuqi Han,Yi Zeng,Bo Xu,,,,,,,,,,,,,,,,,,,,,,,,
241,Decoding natural images from evoked brain activities using encoding models with invertible mapping.,2018,Neural Networks,Chao Li,Junhai Xu,Baolin Liu,,,,,,,,,,,,,,,,,,,,,,,,,
242,Event-triggered H¡Þ state estimation for semi-Markov jumping discrete-time neural networks with quantization.,2018,Neural Networks,R. Rakkiyappan,K. Maheswari,G. Velmurugan,Ju H. Park,,,,,,,,,,,,,,,,,,,,,,,,
243,Delayed state-feedback control for stabilization of neural networks with leakage delay.,2018,Neural Networks,Haitao Zhu,R. Rakkiyappan,Xiaodi Li,,,,,,,,,,,,,,,,,,,,,,,,,
244,Adaptive neural output-feedback control for nonstrict-feedback time-delay fractional-order systems with output constraints and actuator nonlinearities.,2018,Neural Networks,Farouk Zouari,Asier Ibeas,Abdesselem Boulkroune,Jinde Cao,Mohammad Mehdi Arefi,,,,,,,,,,,,,,,,,,,,,,,
245,Global exponential stability of octonion-valued neural networks with leakage delay and mixed delays.,2018,Neural Networks,Calin-Adrian Popa,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Representation learning using event-based STDP.,2018,Neural Networks,Amirhossein Tavanaei,Timoth¨¦e Masquelier,Anthony S. Maida,,,,,,,,,,,,,,,,,,,,,,,,,
247,Nonlinear analysis and synthesis of video images using deep dynamic bottleneck neural networks for face recognition.,2018,Neural Networks,Saeed Montazeri Moghadam,Seyyed Ali Seyyedsalehi,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Leaderless synchronization of coupled neural networks with the event-triggered mechanism.,2018,Neural Networks,Siqi Lv,Wangli He,Feng Qian,Jinde Cao,,,,,,,,,,,,,,,,,,,,,,,,
249,Improving efficiency in convolutional neural networks with multilinear filters.,2018,Neural Networks,Dat Thanh Tran,Alexandros Iosifidis,Moncef Gabbouj,,,,,,,,,,,,,,,,,,,,,,,,,
250,A sparsity-based stochastic pooling mechanism for deep convolutional neural networks.,2018,Neural Networks,Zhenhua Song,Yan Liu,Rong Song,Zhenguang Chen,Jianyong Yang,Chao Zhang,Qing Jiang,,,,,,,,,,,,,,,,,,,,,
251,"Land cover classification from multi-temporal, multi-spectral remotely sensed imagery using patch-based recurrent neural networks.",2018,Neural Networks,Atharva Sharma,Xiuwen Liu,Xiaojun Yang,,,,,,,,,,,,,,,,,,,,,,,,,
252,Adaptive detrending to accelerate convolutional gated recurrent unit training for contextual video recognition.,2018,Neural Networks,Minju Jung,Haanvid Lee,Jun Tani,,,,,,,,,,,,,,,,,,,,,,,,,
253,Discovering space - Grounding spatial topology and metric regularity in a naive agent's sensorimotor experience.,2018,Neural Networks,Alban Laflaqui¨¨re,J. Kevin O'Regan,Bruno Gas,Alexander V. Terekhov,,,,,,,,,,,,,,,,,,,,,,,,
254,Lp- and Ls-Norm Distance Based Robust Linear Discriminant Analysis.,2018,Neural Networks,Qiaolin Ye,Liyong Fu,Zhao Zhang,Henghao Zhao,Meem Abdullah Naiem,,,,,,,,,,,,,,,,,,,,,,,
255,On the importance of hidden bias and hidden entropy in representational efficiency of the Gaussian-Bipolar Restricted Boltzmann Machines.,2018,Neural Networks,Altynbek Isabekov,Engin Erzin,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Exploiting layerwise convexity of rectifier networks with sign constrained weights.,2018,Neural Networks,Senjian An,Farid Boussad,Mohammed Bennamoun,Ferdous Sohel,,,,,,,,,,,,,,,,,,,,,,,,
257,Nonparallel support vector regression model and its SMO-type solver.,2018,Neural Networks,Long Tang,Yingjie Tian,Chunyan Yang,,,,,,,,,,,,,,,,,,,,,,,,,
258,Survey and experimental study on metric learning methods.,2018,Neural Networks,Dewei Li,Yingjie Tian,,,,,,,,,,,,,,,,,,,,,,,,,,
259,New conditions for global stability of neutral-type delayed Cohen-Grossberg neural networks.,2018,Neural Networks,Neyir Ozcan,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Distributed zero-sum differential game for multi-agent systems in strict-feedback form with input saturation and output constraint.,2018,Neural Networks,Jingliang Sun,Chunsheng Liu,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Banzhaf random forests: Cooperative game theory based random forests with consistency.,2018,Neural Networks,Jianyuan Sun,Guoqiang Zhong,Kaizhu Huang,Junyu Dong,,,,,,,,,,,,,,,,,,,,,,,,
262,A self-organizing short-term dynamical memory network.,2018,Neural Networks,Callie Federer,Joel Zylberberg,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Learning to activate logic rules for textual reasoning.,2018,Neural Networks,Yiqun Yao,Jiaming Xu,Jing Shi,Bo Xu,,,,,,,,,,,,,,,,,,,,,,,,
264,Effect of inhibitory spike-timing-dependent plasticity on fast sparsely synchronized rhythms in a small-world neuronal network.,2018,Neural Networks,Sang-Yoon Kim,Woochang Lim,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Passivity and stability analysis of neural networks with time-varying delays via extended free-weighting matrices integral inequality.,2018,Neural Networks,M. J. Park,O. M. Kwon,J. H. Ryu,,,,,,,,,,,,,,,,,,,,,,,,,
266,An end to end Deep Neural Network for iris segmentation in unconstrained scenarios.,2018,Neural Networks,Shabab Bazrafkan,Shejin Thavalengal,Peter Corcoran,,,,,,,,,,,,,,,,,,,,,,,,,
267,Improved multi-view privileged support vector machine.,2018,Neural Networks,Jingjing Tang,Yingjie Tian,Xiaohui Liu,Dewei Li,Jia Lv,Gang Kou,,,,,,,,,,,,,,,,,,,,,,
268,An Arcak-type state estimation design for time-delayed static neural networks with leakage term based on unified criteria.,2018,Neural Networks,Raman Manivannan,S. Panda,Kil To Chong,Jinde Cao,,,,,,,,,,,,,,,,,,,,,,,,
269,Shaping the collision selectivity in a looming sensitive neuron model with parallel ON and OFF pathways and spike frequency adaptation.,2018,Neural Networks,Qinbing Fu,Cheng Hu,Jigen Peng,Shigang Yue,,,,,,,,,,,,,,,,,,,,,,,,
270,Memristive nanowires exhibit small-world connectivity.,2018,Neural Networks,Ross D. Pantone,Jack D. Kendall,Juan C. Nino,,,,,,,,,,,,,,,,,,,,,,,,,
271,Spatial context-aware user mention behavior modeling for mentionee recommendation.,2018,Neural Networks,Kai Wang,Weiyi Meng,Jiang Bian,Shijun Li,Sha Yang,,,,,,,,,,,,,,,,,,,,,,,
272,Brain electroencephalographic segregation as a biomarker of learning.,2018,Neural Networks,Francesca Miraglia,Fabrizio Vecchio,Paolo Maria Rossini,,,,,,,,,,,,,,,,,,,,,,,,,
273,Training sparse least squares support vector machines by the QR decomposition.,2018,Neural Networks,Xiao-Lei Xia,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Joint moment-matching autoencoders.,2018,Neural Networks,Mohammad Ahangar Kiasari,Dennis Singh Moirangthem,Minho Lee,,,,,,,,,,,,,,,,,,,,,,,,,
275,Social babbling: The emergence of symbolic gestures and words.,2018,Neural Networks,Laura Cohen,Aude Billard,,,,,,,,,,,,,,,,,,,,,,,,,,
276,A new mechanical approach to handle generalized Hopfield neural networks.,2018,Neural Networks,Adriano Barra,Matteo Beccaria,Alberto Fachechi,,,,,,,,,,,,,,,,,,,,,,,,,
277,None,2018,Neural Networks,Laura E. Suarez,Jack D. Kendall,Juan C. Nino,,,,,,,,,,,,,,,,,,,,,,,,,
278,Quantum weighted long short-term memory neural network and its application in state degradation trend prediction of rotating machinery.,2018,Neural Networks,Feng Li,Wang Xiang,Jiaxu Wang,Xueming Zhou,Baoping Tang,,,,,,,,,,,,,,,,,,,,,,,
279,A systematic study of the class imbalance problem in convolutional neural networks.,2018,Neural Networks,Mateusz Buda,Atsuto Maki,Maciej A. Mazurowski,,,,,,,,,,,,,,,,,,,,,,,,,
280,Synchronization criteria for inertial memristor-based neural networks with linear coupling.,2018,Neural Networks,Ning Li,Wei Xing Zheng,,,,,,,,,,,,,,,,,,,,,,,,,,
